A5,hh_altersmok2,smoking,hh_turnover
1,20,0,0
1,20,0,.33333334
1,20,0,0
1,2,0,0
1,,,.85714287
8,,,0
,,,.71428573
7,,,.85714287
3,,,0
,,,.71428573
3,,,0
,,,.33333334
3,,,.85714287
0,0,15,
0,0,10,0
1,15,0,
1,,,0
3,,,
3,,,0
1,,,0
1,40,0,0
1,40,0,0
1,10,0,.33333334
2,10,0,0
3,,,0
3,1,0,0
3,1,0,0
3,0,0,.25
0,0,0,
0,0,0,0
0,,,0
0,0,0,.33333334
1,0,0,
1,0,0,0
1,0,0,0
1,,,.33333334
3,,,0
3,,,0
3,,,.33333334
0,0,20,
0,0,20,0
1,20,0,
1,20,0,0
3,20,0,
3,20,0,0
7,20,0,
7,20,0,0
5,,,
5,,,0
0,20,0,
0,0,0,.33333334
0,0,0,0
0,0,0,0
1,20,0,
1,0,0,.33333334
1,0,0,0
1,,,0
3,0,20,
3,,,.33333334
3,,,0
3,,,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
1,,,
1,0,0,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
0,0,15,
0,0,10,0
0,0,10,0
1,15,0,
1,10,0,0
1,10,0,0
0,8,0,
0,8,0,0
3,,,
3,,,0
5,,,0
,,,.71428573
5,,,.85714287
3,,,
3,,,0
3,,,0
,,,.71428573
3,,,.85714287
1,0,8,
1,0,8,0
3,,,0
,,,.71428573
3,,,.85714287
0,0,7,
0,0,5,0
1,7,0,
1,5,0,0
3,7,0,
3,,,0
3,,,
3,,,0
0,8,0,
0,1,0,.33333334
1,0,8,
1,0,1,.33333334
3,,,
3,,,.33333334
0,0,0,
0,0,0,0
1,0,0,
1,0,0,0
3,,,
3,,,0
7,,,
7,,,0
5,,,
5,,,0
0,0,10,
0,0,10,0
1,10,0,
1,10,0,0
3,10,0,
3,,,0
0,,,
1,,,0
1,0,0,
0,0,0,0
3,,,
3,,,0
0,0,0,
0,0,0,0
3,0,0,
3,,,0
2,0,0,0
0,0,6,
1,6,0,
3,,,
0,0,0,
1,0,0,
3,,,
3,,,
0,10,10,
1,10,10,
3,20,0,
0,0,0,
1,,,
3,,,
0,,,0
0,3,20,0
0,5,20,0
0,10,20,0
0,15,20,.40000001
0,10,20,0
0,10,30,.2
1,,,0
1,23,0,0
1,25,0,0
1,30,0,0
1,35,0,.40000001
1,30,0,0
1,40,0,.2
4,,,0
4,20,3,0
4,24,1,0
4,20,10,0
4,20,15,.40000001
4,20,10,0
4,30,10,.2
3,,,0
3,23,0,0
3,,,0
3,30,0,0
,,,.40000001
3,,,.2
3,,,0
3,23,0,0
3,21,4,0
3,30,0,0
,,,.40000001
3,40,0,.2
3,30,0,0
7,40,0,.2
5,,,.2
0,,,0
0,0,20,0
0,0,20,0
0,0,20,.25
0,0,20,.25
0,,,0
1,,,.16666667
1,,,0
1,20,0,0
1,20,0,0
1,20,0,.25
1,20,0,.25
1,0,0,0
0,0,0,.16666667
0,0,0,.83333331
3,,,0
3,20,0,0
3,20,0,0
3,,,.25
3,,,.25
3,,,0
3,,,.16666667
3,,,.83333331
3,,,0
3,20,0,0
3,20,0,0
3,,,.25
,,,.25
3,,,.16666667
3,,,.83333331
5,,,0
,,,.25
5,,,.16666667
7,,,.83333331
7,,,0
7,,,.16666667
7,,,.83333331
5,,,.16666667
5,,,.83333331
0,,,0
0,0,10,0
0,3,7,0
,,,.5
1,,,0
1,,,0
1,10,0,0
1,10,0,0
1,7,3,0
0,0,4,.5
0,0,0,0
0,,,0
0,0,5,0
0,,,0
0,0,20,0
0,0,20,0
0,0,10,0
0,0,5,0
0,0,20,0
1,,,0
1,5,0,0
1,0,0,0
1,20,0,0
1,20,0,0
1,10,0,0
1,5,0,0
1,20,0,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,20,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,16,0
0,0,0,.2
0,0,10,0
0,0,20,.5
0,0,1,0
0,0,0,.60000002
0,0,1,.60000002
1,,,0
1,16,0,0
1,0,0,.2
1,10,0,0
1,20,0,.5
1,1,0,0
1,0,0,.60000002
1,1,0,.60000002
3,,,0
3,16,0,0
3,0,0,.2
3,10,0,0
,,,.5
,,,0
3,,,.60000002
3,,,.60000002
3,,,0
3,,,0
3,0,0,.2
3,10,0,0
,,,.5
,,,0
3,,,.60000002
3,,,.60000002
8,16,0,0
,,,.2
4,,,.60000002
8,,,.60000002
0,,,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,10,0,0
0,0,3,0
0,0,0,0
0,,,0
1,,,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,10,0,0
1,3,0,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,10,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,0,10,0
3,,,0
3,,,0
3,,,0
0,,,0
0,,,0
0,,,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,,,0
0,0,0,0
0,0,0,0
0,0,20,0
0,0,10,0
0,0,40,0
0,0,15,0
1,,,0
1,,,0
1,0,0,0
1,20,0,0
1,10,0,0
1,40,0,0
1,15,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,40,15,.5
0,,,.5
1,,,0
,,,.5
1,,,.5
3,,,0
,,,.5
3,,,.5
3,,,0
3,35,20,.5
0,0,20,0
0,0,20,0
0,0,10,0
0,0,20,0
3,0,20,.5
3,,,0
,,,.5
3,,,.5
7,55,0,.5
1,20,0,0
1,20,0,0
1,10,0,0
1,20,0,0
7,20,0,.5
3,,,0
3,,,0
3,,,0
3,20,0,0
5,20,0,.5
3,,,0
3,,,0
3,,,0
5,,,.5
0,,,0
0,0,20,0
0,0,20,0
0,0,40,0
0,0,30,0
0,0,25,0
0,,,.25
1,,,0
1,20,0,0
1,20,0,0
1,40,0,0
1,30,0,0
1,25,0,0
1,0,0,.25
0,5,0,0
0,0,0,0
3,,,0
3,,,0
3,20,0,0
3,40,0,0
3,,,0
3,,,0
3,0,0,.25
3,0,5,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,30,0,0
3,,,0
3,,,.25
3,,,0
3,0,0,0
5,,,.25
5,,,0
5,,,0
0,,,0
0,0,10,0
0,0,15,0
0,0,20,0
0,0,5,0
0,0,0,0
0,0,8,0
0,0,0,.5
1,,,0
1,10,0,0
1,15,0,0
1,20,0,0
1,5,0,0
1,0,0,0
1,8,0,0
1,0,0,.5
3,,,0
3,,,0
3,,,0
3,,,0
3,5,0,0
3,,,0
3,,,0
3,,,.5
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,8,0,0
3,,,.5
0,,,0
0,,,0
,,,.33333334
1,,,0
1,0,0,0
0,0,0,.33333334
0,0,0,0
0,0,10,0
3,,,0
3,,,0
3,,,.33333334
3,0,0,0
3,10,0,0
0,,,0
0,0,10,0
0,0,20,0
0,0,20,0
0,0,13,0
0,0,20,0
0,0,15,0
0,0,17,.33333334
1,0,15,.33333334
1,,,0
1,10,0,0
1,20,0,0
1,20,0,0
1,13,0,0
1,20,0,0
1,15,0,0
1,17,0,.33333334
0,15,0,.33333334
3,,,0
3,,,0
3,,,0
3,,,0
3,13,0,0
3,,,0
3,15,0,0
3,,,.33333334
3,,,.33333334
0,,,0
0,0,5,0
0,0,10,0
0,0,3,0
0,0,20,0
0,0,20,0
0,0,20,.25
0,0,8,0
1,0,5,0
1,,,0
1,5,0,0
1,10,0,0
1,3,0,0
1,20,0,0
1,20,0,0
1,20,0,.25
1,8,0,0
0,5,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,0
3,,,.25
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.25
3,8,0,0
0,,,0
0,,,0
0,0,10,0
0,20,3,0
0,0,20,.75
0,0,20,0
0,0,20,.60000002
0,0,10,.60000002
0,0,1,.2
1,,,0
1,0,0,0
1,10,0,0
1,23,0,0
,,,.75
1,,,.60000002
8,,,.60000002
9,,,.2
3,,,0
3,0,0,0
3,10,0,0
3,3,20,0
3,,,.75
3,,,.60000002
3,,,.60000002
3,,,.2
3,,,0
3,,,0
3,,,0
3,23,0,0
,,,.75
3,,,.60000002
3,,,.60000002
3,,,.2
1,20,0,0
1,20,0,.60000002
1,10,0,.60000002
1,1,0,.2
5,,,.2
0,,,0
0,0,10,0
0,0,20,0
1,,,0
1,10,0,0
1,20,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,,,0
0,,,0
1,,,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
1,,,0
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,20,0,0
0,,,0
0,0,20,0
0,0,20,0
,,,.66666669
1,,,0
1,20,0,0
1,,,0
0,0,0,.66666669
3,,,0
3,,,0
3,,,0
,,,.66666669
0,,,0
0,0,16,0
0,0,15,0
1,,,0
1,16,0,0
1,15,0,0
3,,,0
3,,,0
3,15,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,35,20,.5
0,,,
7,55,0,.5
1,,,
5,,,.5
3,,,
4,0,20,
0,0,10,0
0,0,20,0
0,0,4,.25
0,0,20,0
1,20,0,
1,10,0,0
1,20,0,0
1,4,0,.25
1,20,0,0
3,,,
3,10,0,0
3,,,0
3,,,.25
3,,,
3,10,0,0
3,,,0
3,,,.25
3,,,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,,,
3,,,0
3,,,0
3,0,0,0
3,0,0,0
3,0,0,0
0,0,0,
0,0,0,.33333334
0,0,0,0
0,,,.66666669
1,0,0,
1,0,0,.33333334
1,0,0,0
1,0,0,.66666669
0,0,0,.5
3,0,0,
,,,.33333334
3,,,.66666669
3,,,.5
0,,,
0,0,20,0
0,,,.33333334
1,0,0,
1,20,0,0
1,0,0,.33333334
3,,,
3,20,0,0
3,,,.33333334
0,0,10,
1,10,0,
3,,,
0,0,15,
0,0,10,0
0,0,0,0
0,0,1,0
1,15,0,
1,,,0
1,0,0,0
1,1,0,0
0,0,0,
0,0,0,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,
3,0,0,0
3,0,0,0
3,0,0,0
0,0,0,
1,0,0,
3,0,0,
0,0,0,
0,0,0,0
1,0,0,
1,0,0,0
0,8,0,
0,10,1,0
1,8,0,
1,11,0,0
3,0,8,
3,1,10,0
7,11,0,0
0,0,0,
0,0,0,0
1,0,0,
1,0,0,0
0,0,0,
0,0,10,
0,0,10,0
1,10,0,
1,10,0,0
0,0,0,
0,0,0,0
1,0,0,
1,0,0,0
3,,,
3,0,0,0
0,0,0,
3,,,
5,,,
0,1,0,
1,1,0,
3,0,1,
3,,,
5,,,
5,,,
7,,,
0,0,30,
1,30,0,
3,,,
0,0,0,
1,0,0,
3,,,
0,20,0,
1,0,20,
0,0,0,
1,0,0,
0,0,0,
1,0,0,
3,,,
0,,,0
0,6,20,0
0,,,.2
0,0,20,0
0,,,0
0,0,20,0
0,0,20,0
0,0,40,0
1,,,.25
1,,,0
1,26,0,0
1,0,0,.2
1,20,0,0
1,0,0,0
1,20,0,0
1,20,0,0
1,40,0,0
0,0,0,.25
6,,,0
2,20,6,0
,,,.2
3,,,0
3,,,0
3,,,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.25
3,,,0
3,,,0
3,,,.2
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,.25
7,0,0,.25
5,,,.25
0,,,0
0,,,0
0,0,20,0
0,1,20,0
0,0,20,.16666667
0,0,10,0
0,0,5,0
0,0,20,.2
1,,,0
1,1,0,0
1,20,0,0
1,21,0,0
1,20,0,.16666667
1,10,0,0
1,,,0
1,20,0,.2
6,,,0
2,0,1,0
2,,,0
2,20,1,0
,,,.16666667
3,,,0
3,,,0
3,,,0
3,21,0,0
3,,,.16666667
3,,,0
3,,,0
3,,,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.16666667
3,10,0,0
3,,,0
3,,,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,20,0,.16666667
3,10,0,0
3,5,0,0
3,,,.2
0,,,0
0,10,20,.2
0,20,20,0
0,20,20,0
0,0,20,.5
0,0,20,0
0,0,15,.33333334
0,0,15,.33333334
0,0,20,.33333334
1,,,0
1,30,0,.2
1,40,0,0
1,40,0,0
1,20,0,.5
1,20,0,0
1,15,0,.33333334
1,15,0,.33333334
1,20,0,.33333334
3,,,0
3,20,10,.2
3,20,20,0
3,20,20,0
,,,.5
,,,0
,,,.33333334
3,,,0
3,30,0,.2
3,40,0,0
3,40,0,0
,,,.5
,,,0
3,,,.33333334
3,,,.33333334
3,,,.33333334
6,,,0
,,,.2
0,,,0
0,0,8,0
0,0,10,0
0,0,6,0
0,,,0
0,0,0,0
1,,,0
1,8,0,0
1,10,0,0
1,6,0,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
0,,,0
0,0,20,0
0,0,20,0
0,0,10,0
1,,,0
1,,,0
1,20,0,0
1,,,0
3,,,0
3,,,0
3,20,0,0
3,10,0,0
3,,,0
3,,,0
3,20,0,0
3,,,0
0,,,0
0,0,20,0
0,0,20,0
0,0,8,0
0,0,20,0
0,0,20,.2
0,0,20,.2
1,,,.40000001
1,,,.33333334
1,,,0
1,20,0,0
1,20,0,0
1,8,0,0
1,20,0,0
1,20,0,.2
1,,,.2
0,0,0,.40000001
0,0,0,.33333334
3,,,0
3,20,0,0
3,20,0,0
3,8,0,0
3,20,0,0
3,,,.2
3,,,.2
3,,,.40000001
3,,,.33333334
3,,,0
3,,,0
3,20,0,0
3,8,0,0
3,,,0
3,,,.2
3,,,.2
3,,,.40000001
3,,,.33333334
3,,,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,.2
3,,,.2
3,,,.40000001
3,,,.33333334
7,,,.40000001
7,,,.33333334
5,,,.33333334
0,,,0
0,0,0,0
0,0,0,0
0,0,0,.16666667
0,,,0
0,20,0,0
0,20,0,0
0,0,0,0
1,,,0
1,0,0,0
1,0,0,0
1,0,0,.16666667
1,,,0
1,20,0,0
1,20,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,0,0,.16666667
3,0,0,0
3,0,20,0
3,0,20,0
3,,,0
3,,,0
3,,,.16666667
3,,,0
3,,,0
3,20,0,0
3,,,0
8,0,0,0
,,,.16666667
0,,,0
0,30,10,0
0,30,20,0
0,30,20,.2
0,,,0
0,10,10,0
0,10,20,.2857143
0,20,10,.14285715
0,0,20,.14285715
1,,,0
1,40,0,0
1,50,0,0
1,50,0,.2
1,20,0,0
1,20,0,0
1,30,0,.2857143
1,30,0,.14285715
1,20,0,.14285715
3,,,0
3,20,20,0
3,30,20,0
3,40,10,.2
3,,,0
3,10,10,0
3,20,10,.2857143
3,10,20,.14285715
3,,,.14285715
3,,,0
3,40,0,0
3,50,0,0
,,,.2
,,,0
3,,,.2857143
3,,,.14285715
3,,,.14285715
7,50,0,.2
7,20,0,0
7,20,0,0
7,,,.2857143
7,30,0,.14285715
7,,,.14285715
5,,,.2
7,,,0
5,,,0
5,,,.2857143
5,30,0,.14285715
5,,,.14285715
5,,,0
5,,,.2857143
5,,,.14285715
5,,,.14285715
0,,,0
0,0,20,.16666667
0,0,20,0
0,0,20,0
0,,,0
0,0,0,0
0,20,0,0
0,20,20,.2
0,0,0,.2
1,,,0
1,20,0,.16666667
1,20,0,0
1,20,0,0
1,0,0,0
1,0,0,0
1,,,0
1,,,.2
1,0,0,.2
2,,,0
,,,.16666667
3,,,0
3,,,.16666667
3,20,0,0
3,20,0,0
3,,,0
3,,,0
3,,,0
3,,,.2
3,,,.2
3,,,0
3,,,.16666667
3,,,0
3,20,0,0
3,,,0
3,,,0
3,0,20,0
3,20,20,.2
3,,,.2
3,,,0
3,,,.16666667
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,.2
3,,,.2
0,,,0
0,2,20,0
0,24,20,0
0,60,20,.2
0,30,20,.16666667
0,20,20,0
0,0,20,.14285715
2,,,.42857143
2,,,.25
1,,,0
1,22,0,0
1,44,0,0
1,80,0,.2
1,50,0,.16666667
1,40,0,0
1,20,0,.14285715
2,,,.42857143
2,0,0,.25
3,,,0
3,22,0,0
3,,,0
,,,.2
,,,.16666667
3,,,.14285715
4,,,.42857143
4,,,.25
3,,,0
3,20,2,0
3,40,4,0
3,60,20,.2
3,,,.16666667
3,,,.14285715
4,,,.42857143
4,,,.25
3,,,0
3,24,20,0
3,40,40,.2
3,20,30,.16666667
3,20,20,0
3,,,.14285715
0,0,2,.42857143
0,,,.25
7,80,0,.2
7,50,0,.16666667
7,40,0,0
7,,,.14285715
1,2,0,.42857143
1,0,0,.25
5,,,.2
5,,,.16666667
5,,,0
5,,,.14285715
3,2,0,.42857143
3,,,.25
8,,,.42857143
8,,,.25
0,,,0
0,10,20,.25
0,15,20,0
0,20,10,.40000001
0,20,20,0
0,20,0,.14285715
0,0,20,.33333334
0,,,.125
0,0,40,.125
1,,,0
1,30,0,.25
1,35,0,0
1,30,0,.40000001
1,40,0,0
1,20,0,.14285715
1,20,0,.33333334
1,0,0,.125
1,40,0,.125
3,,,0
3,20,10,.25
3,20,15,0
,,,.40000001
,,,0
3,,,.33333334
3,,,0
3,,,.25
3,,,0
3,10,20,.40000001
3,20,20,0
3,0,20,.14285715
3,,,.33333334
3,,,.125
3,,,.125
2,35,0,0
,,,.40000001
7,30,0,.40000001
7,40,0,0
7,20,0,.14285715
7,20,0,.33333334
7,0,0,.125
7,,,.125
7,,,0
5,,,.14285715
5,,,.33333334
5,,,.125
5,,,.125
1,40,0,
5,40,0,0
7,,,.14285715
7,,,.33333334
7,,,.125
9,,,.125
3,,,
5,,,0
5,,,.14285715
5,,,.33333334
5,0,0,.125
5,,,.125
5,,,.14285715
5,,,.33333334
5,,,.125
5,,,.125
0,,,0
0,20,7,0
,,,.16666667
1,,,0
1,27,0,0
0,20,0,.16666667
2,15,0,0
2,0,0,0
2,20,0,0
2,0,0,0
2,20,0,0
2,20,0,0
3,,,0
3,7,20,0
3,0,20,.16666667
0,0,15,0
0,,,0
0,0,20,0
0,,,0
0,0,20,0
0,0,20,0
8,,,0
7,27,0,0
3,20,0,.16666667
1,15,0,0
1,0,0,0
1,20,0,0
1,0,0,0
1,20,0,0
1,20,0,0
5,,,0
5,,,0
5,,,.16666667
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
5,,,0
5,,,0
5,,,.16666667
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,10,0
0,0,6,0
1,,,0
1,10,0,0
1,6,0,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,20,.25
0,0,5,0
0,0,0,.25
0,0,0,.25
1,,,.40000001
1,,,0
1,1,0,0
1,0,0,0
1,0,0,0
1,20,0,.25
1,5,0,0
1,0,0,.25
1,0,0,.25
0,0,0,.40000001
3,,,0
3,1,0,0
3,0,0,0
3,0,0,0
,,,.25
3,,,.25
3,,,.25
3,,,.40000001
3,,,0
3,,,0
3,,,0
3,0,0,0
3,20,0,.25
3,,,0
3,,,.25
3,,,.25
3,,,.40000001
7,0,0,.25
5,,,.25
5,,,.40000001
0,,,0
0,0,0,0
0,0,0,0
0,15,0,0
0,22,0,0
0,10,0,0
0,20,0,0
0,20,0,0
0,20,0,0
3,,,0
3,,,0
3,,,0
3,5,10,0
3,20,2,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,0,0,0
3,10,5,0
3,22,0,0
3,10,0,0
3,20,0,0
3,,,0
3,,,0
1,,,0
1,,,0
1,2,20,0
1,0,10,0
1,0,20,0
1,0,20,0
1,0,20,0
7,22,0,0
7,10,0,0
7,,,0
7,,,0
7,,,0
5,,,0
5,,,0
5,,,0
5,,,0
5,,,0
0,,,0
0,0,20,0
0,0,20,0
0,0,13,0
0,0,20,0
0,0,8,0
1,,,0
1,20,0,0
1,20,0,0
1,13,0,0
1,20,0,0
1,8,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,,,0
0,0,20,0
0,0,15,0
0,0,0,0
0,0,0,0
0,0,1,0
1,,,0
1,0,0,0
1,20,0,0
1,15,0,0
1,0,0,0
1,0,0,0
1,1,0,0
0,,,0
0,,,0
0,,,0
0,0,20,0
0,20,20,.25
0,0,20,0
0,0,40,0
0,0,20,0
0,10,20,0
1,,,0
1,0,0,0
1,0,0,0
1,20,0,0
1,40,0,.25
1,20,0,0
1,,,0
1,20,0,0
1,30,0,0
3,,,0
3,0,0,0
3,,,0
3,20,0,0
,,,.25
3,,,0
3,,,0
3,20,10,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,20,20,.25
3,,,0
3,,,0
3,,,0
0,,,0
0,0,10,0
0,0,7,.25
0,0,0,0
0,,,0
0,0,20,0
0,0,6,.14285715
2,0,5,.14285715
0,0,5,.14285715
1,,,0
1,10,0,0
1,7,0,.25
1,0,0,0
1,0,0,0
1,20,0,0
1,6,0,.14285715
2,5,0,.14285715
1,5,0,.14285715
3,,,0
3,10,0,0
,,,.25
3,,,.14285715
4,,,.14285715
3,,,.14285715
3,,,0
3,,,0
3,,,.25
3,0,0,0
3,,,0
3,20,0,0
3,6,0,.14285715
0,5,0,.14285715
3,5,0,.14285715
7,0,0,0
7,0,0,0
7,20,0,0
7,6,0,.14285715
1,5,0,.14285715
7,5,0,.14285715
5,,,0
5,,,0
5,,,.14285715
3,,,.14285715
5,,,.14285715
5,,,0
5,,,.14285715
3,,,.14285715
5,,,.14285715
0,,,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,,,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
0,0,40,
0,40,10,
0,0,10,.33333334
0,10,20,.25
0,20,10,.16666667
0,20,10,0
1,,,.14285715
1,50,0,
1,10,0,.33333334
1,30,0,.25
1,30,0,.16666667
1,30,0,0
0,30,0,.14285715
3,50,0,
,,,.33333334
3,,,.25
3,,,0
4,,,.14285715
3,30,20,
,,,.33333334
3,20,10,.25
3,,,.16666667
3,,,0
3,,,.14285715
3,30,20,
3,,,.33333334
3,10,20,.16666667
3,10,20,0
3,0,30,.14285715
7,30,0,.25
7,30,0,.16666667
7,30,0,0
7,30,0,.14285715
5,,,.25
5,,,.16666667
5,,,0
5,,,.14285715
3,,,0
3,30,10,0
3,40,10,0
3,30,20,.2
3,0,20,0
0,0,20,
0,0,20,0
0,0,10,0
0,0,30,0
5,,,0
1,20,0,
1,20,0,0
1,10,0,0
1,30,0,0
5,,,0
3,,,
3,,,0
3,,,0
3,30,0,0
3,,,
3,,,0
3,,,0
3,,,0
0,,,
0,0,0,0
0,0,1,0
1,0,0,
1,0,0,0
1,,,0
3,0,0,
3,0,0,0
3,,,0
3,0,0,
3,,,0
3,,,0
0,0,20,
0,0,20,0
0,0,20,0
1,20,0,
1,20,0,0
1,20,0,0
3,,,
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,0,0,.16666667
3,0,0,0
3,20,0,0
3,20,0,0
0,0,0,
1,0,0,
3,,,
0,0,20,
0,0,10,0
1,20,0,
1,,,0
0,0,0,
1,0,0,
3,,,
0,0,0,
1,0,0,
3,,,
0,2,20,
3,20,2,
0,,,0
0,,,0
0,0,1,0
0,20,5,0
,,,.2
8,,,0
7,0,0,0
7,1,0,0
7,25,0,0
0,0,0,.2
1,20,0,0
1,20,0,0
3,,,0
3,,,0
3,,,0
3,5,20,0
1,,,.2
0,0,20,0
0,0,20,0
5,,,0
5,,,0
5,,,0
5,,,0
3,0,0,.2
,,,0
3,,,0
5,,,0
5,,,0
5,,,0
5,,,0
3,,,.2
,,,0
3,,,0
0,,,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,0,0
0,0,20,0
1,0,20,0
0,0,20,0
1,,,0
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,0
1,0,0,0
1,20,0,0
0,20,0,0
1,20,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,20,0,0
3,,,0
3,,,0
0,,,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,25,0
0,0,20,0
0,0,20,0
,,,
1,,,0
1,20,0,0
1,20,0,0
1,20,0,0
1,,,0
1,20,0,0
1,20,0,0
,,,
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,25,0,0
3,,,0
3,,,0
0,,,0
0,0,10,.33333334
0,0,20,0
0,0,20,0
0,0,10,0
0,0,20,.2
0,0,20,.33333334
0,0,20,.2
,,,
1,,,0
1,10,0,.33333334
1,20,0,0
1,20,0,0
1,10,0,0
1,20,0,.2
1,20,0,.33333334
1,20,0,.2
,,,
2,,,0
,,,.33333334
2,,,0
,,,.33333334
2,,,.33333334
3,,,0
3,,,.33333334
3,,,0
3,20,0,0
3,10,0,0
3,,,.2
3,,,.33333334
3,,,.2
3,,,0
3,,,.33333334
3,,,0
3,,,0
3,10,0,0
3,,,.2
3,,,.33333334
3,,,.2
3,,,.33333334
3,,,0
3,,,0
3,,,0
3,20,0,.2
3,20,0,.33333334
3,,,.2
0,,,0
,,,.2857143
2,,,.5714286
3,,,0
0,,,.2857143
0,0,20,0
0,0,1,0
0,3,2,.2
0,0,2,0
0,0,10,.5714286
0,0,5,.25
8,,,0
1,0,0,.2857143
1,20,0,0
1,1,0,0
1,5,0,.2
1,2,0,0
1,10,0,.5714286
1,5,0,.25
3,,,0
,,,.2857143
4,,,.5714286
5,,,0
3,0,0,.2857143
3,20,0,0
3,1,0,0
3,2,3,.2
3,,,0
3,,,.5714286
3,,,.25
5,,,0
3,,,.2857143
3,,,0
3,1,0,0
,,,.2
3,,,.5714286
5,,,0
3,,,.2857143
3,,,0
3,,,0
3,5,0,.2
3,2,0,0
3,,,.5714286
3,,,.25
0,,,0
0,0,10,0
0,0,20,0
0,0,20,0
0,,,0
0,0,20,0
0,0,20,0
0,0,20,.25
,,,
1,,,0
1,10,0,0
1,20,0,0
1,20,0,0
1,0,0,0
1,20,0,0
1,20,0,0
1,20,0,.25
,,,
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,.25
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,20,0,.25
0,,,0
0,0,10,0
0,0,10,0
0,0,10,.16666667
0,10,10,.2
0,20,10,0
0,0,20,.16666667
