A5,hh_altersmok,smoking,log_inc,class,gender,A12,han
1,45,0,12.506177,4,2,5,1
1,15,0,10.919623,7,2,3,1
3,,,8.5689392,1,1,,1
3,,,7.9929447,,1,0,1
3,,,6.7627296,,1,0,1
3,,,9.003726,,1,0,1
3,0,0,8.6995144,,1,2,1
3,,,11.647456,,1,,1
,,,10.349774,,,,0
0,5,10,8.4612579,4,1,2,1
0,,,8.9986448,4,1,2,1
0,15,30,9.6241703,4,1,2,1
0,0,0,9.2873011,4,1,2,1
0,.5,1,9.3587608,1,1,2,1
0,0,0,10.276571,4,1,2,1
0,.5,1,10.455935,4,1,2,1
1,15,0,8.2342997,4,2,2,1
1,0,0,8.6840754,4,2,2,1
1,45,0,9.3831167,4,2,2,1
1,0,0,9.4879723,4,2,2,1
1,1.5,0,10.373491,4,2,3,1
1,0,0,10.509008,4,2,2,1
1,1.5,0,10.164569,4,2,2,1
3,,,7.7527647,,1,0,1
3,,,8.3457193,,1,1,1
3,,,8.8658762,,1,1,1
3,0,0,8.2940493,,1,2,1
3,,,8.9532957,,1,,1
,,,9.7552271,,,,0
3,,,9.7261534,,1,,1
0,,,9.0251093,8,1,3,1
0,15,30,8.7844687,8,1,3,1
0,8,16,9.1668062,8,1,3,1
0,0,30,9.8261747,8,1,3,1
0,15,30,9.764226,4,1,5,1
0,20,40,13.05111,7,1,5,1
0,0,30,11.258033,4,1,5,1
0,10,20,11.0021,4,1,3,1
1,,,8.4663038,7,2,3,1
1,45,0,8.3504295,7,2,3,1
1,24,0,9.0657768,7,2,3,1
1,30,0,9.7932262,7,2,3,1
1,45,0,9.5030098,7,2,5,1
1,60,0,12.942311,4,2,5,1
1,30,0,12.009652,13,2,3,1
1,30,0,11.338573,13,2,3,1
3,,,8.2038841,12,2,0,1
3,,,7.9834399,,2,0,1
3,,,8.4625254,,2,2,1
3,30,0,8.7548447,,2,2,1
,,,8.6305218,,2,,1
3,,,12.315883,,2,,1
3,,,10.491274,,2,,1
0,,,8.3579626,4,1,2,1
0,10,20,8.4548359,4,1,2,1
0,20,10,8.7938251,4,1,2,1
0,5,10,8.9390087,1,1,2,1
1,,,8.3579626,4,2,2,1
1,30,0,8.2262344,4,2,2,1
1,,,7.4918728,1,2,2,1
1,15,0,8.9390087,1,2,2,1
3,,,7.5692739,,2,,1
3,,,7.8973379,,2,,1
3,,,8.0227184,,2,,1
0,,,8.3747072,7,1,1,1
0,8,8,8.3370609,8,1,1,1
0,0,0,8.6333752,1,1,1,1
0,10,30,,7,1,1,1
0,3.333333,10,7.0900769,1,1,1,1
0,1,1,10.19117,4,1,1,1
0,6,6,9.2310467,7,1,2,1
0,6.666666,20,8.1444979,7,1,2,1
1,,,7.0361485,1,2,3,1
1,16,0,7.2257724,1,2,3,1
1,,,7.6088705,1,2,3,1
1,40,0,,1,2,3,1
1,13.333333,0,7.0900769,1,2,3,1
1,2,0,10.096859,4,2,3,1
1,12,0,9.8220606,4,2,2,1
1,26.666666,0,8.4321795,1,2,3,1
3,,,7.3238306,12,1,0,1
3,,,7.6312375,,1,0,1
3,,,7.6088705,,1,1,1
3,40,0,,1,1,2,1
3,13.333333,0,8.4763708,4,1,2,1
3,,,9.4146404,,1,,1
3,,,9.1501656,,1,,1
3,,,8.4321795,,1,,1
3,,,7.3238306,1,1,,1
3,,,7.2257724,,1,,1
3,,,7.6088705,,1,,1
3,,,,,1,0,1
3,,,7.0900769,,1,1,1
3,,,9.1269588,,1,,1
3,,,9.1501656,,1,,1
3,26.666666,0,9.7167063,4,1,4,1
6,,,7.7810578,1,1,1,0
,,,7.3820829,,1,,0
1,,,8.4468155,4,2,1,1
0,0,0,8.2957811,4,2,1,1
0,30,10,8.7423735,4,2,1,1
0,40,0,9.2213955,4,2,1,1
0,40,0,7.9083872,4,2,1,1
0,40,0,8.4763708,1,2,0,1
0,0,0,9.154933,1,2,1,1
0,0,0,9.6246548,13,2,1,1
0,,,7.8990073,4,1,1,1
1,0,0,8.0554543,8,1,1,1
1,,,8.5846167,4,1,3,1
1,10,30,9.1398287,4,1,3,1
1,10,30,9.2971296,4,1,3,1
1,20,20,9.4318829,4,1,3,1
1,0,0,10.677262,4,1,2,1
1,0,0,10.293275,13,1,3,1
3,,,7.5222955,12,2,1,1
3,0,0,7.3820829,,2,2,1
3,,,8.1749115,4,2,4,1
3,40,0,8.9410439,4,2,4,1
,,,8.1960697,,2,,1
3,,,8.8818359,,2,,1
3,,,9.5251513,,2,,1
3,,,7.2346134,1,1,,1
3,,,7.3820829,,1,0,1
3,,,7.8871112,,1,1,1
3,,,8.4448729,,1,1,1
3,40,0,8.1960697,,1,2,1
3,,,8.4763708,,1,,1
3,0,0,9.1196861,7,1,3,1
0,,,8.8333902,4,1,3,1
0,15,15,9.0615778,4,1,3,1
0,,,9.0421581,4,1,3,1
0,5,15,9.8416119,8,1,3,1
0,20,20,9.8610325,7,1,4,1
0,.33333337,1,10.574637,7,1,4,1
0,20,20,10.080285,8,1,3,1
0,20,20,10.549788,4,1,3,1
1,,,8.2346973,7,2,3,1
1,30,0,8.1655722,7,2,3,1
1,,,8.8939848,7,2,3,1
1,20,0,9.6290503,7,2,3,1
1,,,9.8775883,7,2,4,1
1,1.3333334,0,10.526313,7,2,4,1
1,40,0,9.5080557,13,2,5,1
1,40,0,11.083565,7,2,5,1
3,,,7.6875386,1,2,0,1
3,,,7.8700643,,2,0,1
3,,,8.1707516,,2,0,1
3,20,0,8.8246775,,2,2,1
3,40,0,9.0322495,12,2,3,1
3,,,9.6244164,,2,,1
3,,,8.6604853,,2,,1
3,,,10.002994,,2,,1
3,,,7.8700643,,2,,1
3,,,8.1707516,,2,,1
3,,,8.8246775,,2,0,1
3,,,9.0322495,,2,1,1
3,1.3333334,0,9.6244164,,2,3,1
3,,,8.9481668,,2,,1
3,,,10.002994,,2,,1
0,,,8.2928152,7,1,2,1
0,13.333332,20,9.3415089,4,1,2,1
0,0,0,9.9034872,13,1,2,1
0,0,0,8.5171928,13,1,,1
0,0,0,11.776827,13,1,1,1
0,,,7.3132205,,1,,1
1,,,8.6157703,1,2,0,1
1,33.333332,0,8.9620838,1,2,0,1
1,0,0,9.2103405,1,2,1,1
1,0,0,9.2103405,1,2,1,1
1,0,0,9.8853235,13,2,1,1
1,0,0,7.3132205,1,2,1,1
3,,,8.8039951,4,2,2,1
3,33.333332,0,9.3415089,4,2,3,1
,,,9.2103405,,2,,1
3,,,9.2103405,,2,,1
3,,,7.3132205,,2,,1
3,,,8.8039951,4,2,2,1
,,,8.9620838,,2,,1
,,,9.2103405,,2,,1
3,,,9.2103405,,2,,1
3,,,7.3132205,,2,,1
5,,,8.5956345,1,1,,1
,,,8.2689371,,1,,1
,,,8.5171928,,1,,1
5,,,9.2103405,,1,,1
3,,,7.3132205,,1,,1
0,20,0,9.3612356,1,2,1,1
1,30,0,8.8392763,1,2,1,1
0,0,0,8.7795572,1,2,0,1
0,10,0,9.3780136,1,2,1,1
0,12,0,6.7319126,1,2,1,1
1,20,0,10.126181,8,1,1,1
0,10,20,10.110501,8,1,1,1
1,0,0,8.7795572,1,1,1,1
1,0,10,10.448033,13,1,1,1
1,6,6,6.7319126,1,1,1,1
3,-4.7683716e-07,20,9.9555464,4,1,2,1
3,20,10,9.8934374,4,1,2,1
3,,,8.7795572,,1,,1
3,,,6.7319126,,1,,1
7,30,0,9.9034872,7,2,4,1
7,,,8.7795572,,2,,1
7,,,6.7319126,,2,,1
0,0,30,9.6258583,4,1,1,1
0,0,0,7.8632669,1,1,1,1
0,0,0,8.8748674,1,1,0,1
0,.5,1,10.415112,13,1,1,1
1,30,0,8.9142656,1,2,0,1
1,0,0,7.4578018,1,2,0,1
1,0,0,8.8748674,1,2,0,1
1,1.5,0,9.3165007,1,2,1,1
3,30,0,9.4412708,4,2,4,1
,,,7.8632669,,2,,1
3,,,8.8748674,,2,,1
3,,,9.3165007,,2,,1
0,0,1,9.9292936,13,1,0,1
0,0,0,10.579218,4,1,1,1
0,0,1,11.017087,13,1,1,1
1,1,0,9.5998678,1,2,0,1
1,0,0,10.012762,13,2,1,1
1,1,0,10.758244,13,2,1,1
0,0,10,9.3045483,13,1,1,1
0,0,0,10.993227,13,1,1,1
0,0,0,10.590567,13,1,2,1
1,10,0,8.5844564,1,2,0,1
1,0,0,10.063478,1,2,2,1
1,0,0,10.322527,13,2,0,1
0,0,0,7.4081883,1,1,0,1
0,0,10,10.306829,13,1,1,1
0,0,10,7.0900769,1,1,1,1
1,,,7.4081883,,2,,1
1,10,0,10.774496,13,2,2,1
1,10,0,7.0900769,1,2,2,1
0,0,16,9.1049795,13,1,2,1
0,,,9.546813,,1,,1
9,,,0,,1,,1
1,16,0,9.0359869,1,2,2,1
1,0,0,10.110501,13,2,1,1
0,,,0,,2,,1
0,1.5,3,11.257775,8,1,5,1
1,4.5,0,11.224176,7,2,4,1
3,,,10.357108,,2,,1
0,10,20,10.489421,4,1,4,1
1,30,0,10.643836,7,2,5,1
3,,,9.6761684,,2,,1
0,,,8.0368156,7,1,4,1
0,20,20,7.9909153,7,1,4,1
0,,,8.5391989,7,1,4,1
0,20,20,9.5670204,7,1,4,1
0,0,0,9.7619238,7,1,4,1
0,0,1,9.0009289,11,1,4,1
0,20,20,10.258653,13,1,4,1
0,10,10,11.184422,13,1,4,1
1,,,8.1023741,1,2,1,1
1,40,0,7.1388669,11,2,1,1
1,0,0,8.9495926,1,2,1,1
1,40,0,8.9298038,1,2,1,1
1,0,0,9.2447414,11,2,1,1
,1,0,9.0751381,11,2,1,1
1,40,0,9.8693275,1,2,1,1
1,20,0,10.085809,1,2,1,1
3,,,8.0572824,4,2,2,1
,,,7.2502804,,2,,1
,,,8.2080832,,2,,1
,,,8.680295,,2,,1
3,,,9.8693275,,2,,1
3,,,10.085809,,2,,1
3,,,7.8360929,12,1,2,1
,,,7.2502804,,1,,1
3,,,8.3817167,4,1,4,1
,,,8.680295,,1,,1
,,,9.0215979,,1,,1
3,,,9.8693275,,1,,1
3,,,9.6803436,,1,,1
0,,,7.1716566,7,1,0,0
0,0,0,7.3932629,1,1,0,0
1,,,6.650279,1,2,0,0
1,0,0,7.3993979,1,2,0,0
3,,,6.2448139,9,1,2,0
,,,7.3932629,,1,,0
0,,,8.5763044,4,1,3,1
0,7.5,15,8.6473198,4,1,3,1
0,-4.7683716e-07,20,9.1223831,4,1,3,1
0,0,0,7.9510384,1,1,3,1
0,-2.3841858e-07,10,9.0975447,11,1,3,1
0,0,0,8.7497663,11,1,3,1
0,5,10,10.362621,1,1,0,1
0,0,20,8.5511045,11,1,3,1
0,10,20,10.335461,7,1,3,1
1,,,8.5907784,4,2,3,1
1,22.5,0,8.6253052,4,2,3,1
1,20,0,8.8543797,11,2,3,1
1,0,0,8.8410892,4,2,3,1
1,10,0,9.2826614,,2,3,1
1,0,0,8.7497663,11,2,3,1
1,15,0,10.051405,7,2,0,1
1,20,0,7.6836181,1,2,3,1
1,30,0,9.4875259,11,2,3,1
3,,,8.023159,12,1,0,1
3,,,8.0099821,,1,0,1
3,20,0,7.9430728,,1,1,1
3,0,0,8.3565035,1,1,2,1
3,10,0,8.2514896,1,1,2,1
3,,,8.1365814,,1,,1
3,,,9.9361963,,1,,1
3,,,9.449357,,1,,1
0,,,8.8893223,11,1,1,1
0,20,20,7.7638149,11,1,1,1
0,10,20,8.42342,11,1,1,1
0,1.6666667,1,9.0433741,1,1,1,1
0,5,10,9.0051594,11,1,1,1
0,0,0,6.4751391,1,1,1,1
0,10,10,8.8015604,1,1,0,1
0,0,10,7.9142523,11,1,1,1
0,10,20,7.8438487,11,1,0,1
1,,,6.8402791,1,2,0,1
1,40,0,7.3480291,1,2,1,1
1,30,0,7.9798336,11,2,1,1
1,2.6666667,0,8.352149,1,2,1,1
1,15,0,9.036582,7,2,1,1
1,0,0,7.2120838,1,2,1,1
1,20,0,8.2663126,1,2,0,1
1,10,0,7.9142523,1,2,1,1
1,30,0,7.467371,11,2,1,1
3,,,8.5401087,4,1,2,1
,,,7.1272922,,1,,1
,,,8.392374,,1,,1
3,,,8.2210999,,1,,1
3,,,7.377759,,1,,1
3,,,8.2675772,12,1,2,1
,,,7.1272922,,1,,1
3,,,8.4334736,4,1,2,1
3,1.6666667,1,8.9888554,4,1,2,1
,,,8.3904953,,1,,1
3,,,6.8066187,,1,,1
3,,,8.2210999,,1,,1
0,,,8.3587837,4,1,0,1
0,0,30,8.0251703,8,1,0,1
0,,,7.9300265,4,1,0,1
0,3.333333,10,9.5216436,4,1,0,1
0,20,20,9.6505289,11,1,1,1
0,0,15,8.4864826,11,1,1,1
0,10,10,8.2343349,1,1,0,1
0,,,6.9800758,,1,,1
1,,,7.7339025,4,2,0,1
1,30,0,7.2710481,1,2,1,1
1,0,0,6.9164672,11,2,1,1
1,13.333333,0,9.2392712,1,2,1,1
1,40,0,8.9936762,1,2,1,1
1,15,0,8.0346117,11,2,1,1
1,20,0,8.20014,1,2,1,1
1,0,0,7.6437225,11,2,1,1
3,,,7.5259094,12,2,2,1
3,30,0,7.2377782,1,2,2,1
3,,,8.2373466,4,2,2,1
3,13.333333,0,8.8907051,4,2,2,1
,,,8.7290735,,2,,1
3,,,7.7259026,,2,,1
3,,,6.9800758,,2,,1
3,,,7.5259094,12,2,1,1
3,30,0,7.2377782,,2,2,1
3,0,0,7.5905995,1,2,2,1
,,,8.8994961,,2,,1
,,,8.7290735,,2,,1
3,,,7.0327554,,2,,1
3,,,6.9800758,,2,,1
0,,,9.0344753,11,1,3,1
0,50,50,8.2214794,11,1,3,1
0,40,10,8.1791487,11,1,3,1
0,3.333333,10,9.4503241,4,1,3,1
0,20,20,9.4474478,4,1,3,1
0,20,20,9.1247826,1,1,3,1
0,3.333333,10,9.4525938,1,1,3,1
0,,,8.0063677,,1,,1
1,,,8.3618641,11,2,2,1
1,100,0,7.1735749,11,2,2,1
1,35,15,7.3341217,11,2,2,1
1,13.333333,0,8.4966106,1,2,2,1
1,40,0,9.0239182,11,2,2,1
1,40,0,8.0646362,1,2,2,1
1,13.333333,0,8.1173372,1,2,2,1
1,0,0,8.8246775,11,2,1,1
3,,,7.6458726,1,2,0,1
3,,,7.7960582,,2,0,1
3,,,7.4436636,,2,0,1
3,13.333333,0,8.8116941,,2,2,1
3,,,8.6188469,12,2,2,1
3,,,7.3714895,,2,,1
3,,,8.3544388,,2,,1
3,,,8.0063677,,2,,1
3,,,8.3390198,1,2,,1
3,,,7.7960582,,2,,1
3,,,7.4436636,,2,0,1
3,,,8.8116941,,2,0,1
3,,,8.6188469,,2,1,1
3,,,8.0646362,,2,,1
3,13.333333,0,8.7599039,12,2,1,1
3,,,8.0063677,,2,,1
0,,,7.5481343,1,2,0,0
0,0,0,7.4175806,13,2,0,0
0,,,7.9924302,4,1,1,1
0,13.333332,20,7.5514941,4,1,1,1
0,,,8.5561829,4,1,2,1
1,,,8.1151533,11,2,0,1
1,33.333332,0,6.6717992,11,2,0,1
1,,,7.8362908,1,2,2,1
3,,,6.880384,12,1,2,1
,,,6.2069793,,1,,1
3,,,8.1049452,4,1,2,1
3,,,6.880384,12,2,1,1
3,33.333332,0,6.4301229,,2,2,1
3,,,7.3203945,4,2,2,1
2,,,6.2069793,13,1,,1
2,,,7.3203945,1,1,,1
0,,,8.3802376,4,1,0,1
0,10,20,7.4100447,11,1,0,1
0,,,8.7572069,4,1,0,1
0,10,20,7.2580748,1,1,0,1
0,,,9.5708084,11,1,1,1
0,0,3,7.776535,,1,3,1
0,1,1,10.26,4,1,0,1
0,,,7.0900769,,1,,1
0,20,40,10.78441,4,1,1,1
1,,,8.0127325,11,2,0,1
1,30,0,7.1448016,11,2,0,1
1,,,8.2863951,11,2,0,1
1,30,0,8.2082958,1,2,0,1
1,0,0,8.639411,1,2,1,1
1,3,0,7.597898,,2,2,1
1,2,0,9.8504448,1,2,0,1
1,0,0,7.0900769,11,2,0,1
1,60,0,9.854166,11,2,1,1
3,,,7.7961812,1,1,,1
3,,,7.0414119,,1,0,1
3,,,8.1854897,,1,0,1
3,,,7.6635399,,1,0,1
3,,,8.5640764,1,1,2,1
3,3,0,6.8094072,12,1,3,1
3,1,1,10.345503,4,1,3,1
3,,,6.6846118,,1,,1
3,,,9.3413687,,1,,1
6,,,7.6670084,11,1,0,1
0,0,0,7.7244201,13,1,0,1
6,0,0,8.6911373,1,1,0,1
,,,8.576087,,1,,1
2,,,7.809947,,1,,1
0,,,8.1790819,4,1,3,1
7,,,8.489398,4,1,3,1
0,,,9.2408638,4,1,3,1
0,0,0,9.240221,13,1,3,1
0,10,20,9.8262625,13,1,3,1
0,0,1,9.2984791,13,1,3,1
0,15,10,8.5319834,1,1,3,1
0,20,20,10.327302,13,1,3,1
0,20,20,7.8240461,11,1,4,1
1,,,7.9870758,11,2,1,1
3,0,0,7.931263,11,2,1,1
1,0,0,8.6387815,1,2,1,1
1,0,0,8.576087,1,2,1,1
1,30,0,9.1254759,11,2,1,1
1,1,0,8.5723438,1,2,1,1
1,25,0,7.8915176,1,2,1,1
1,40,0,9.5890808,11,2,1,1
1,40,0,7.5755849,11,2,1,1
3,,,6.718617,12,1,2,1
5,0,0,7.7244201,1,1,2,1
3,0,0,8.9356985,4,1,2,1
,,,8.576087,,1,,1
3,,,7.809947,,1,,1
3,,,9.3716087,,1,,1
3,,,7.4085307,,1,,1
3,,,7.6349077,12,1,1,1
5,0,0,6.8081293,,1,2,1
3,,,8.5561152,12,1,2,1
3,0,0,9.0941792,4,1,3,1
,,,8.9293032,,1,,1
3,,,7.809947,,1,,1
3,,,9.3716087,,1,,1
3,,,7.4085307,,1,,1
0,,,8.625165,11,1,1,1
0,,,8.5689182,4,1,1,1
0,,,7.9000435,4,1,1,1
0,3.75,15,9.1175079,11,1,1,1
0,20,20,10.179413,11,1,1,1
0,0,0,7.5711131,,1,1,1
0,15,10,8.4466457,1,1,0,1
0,0,10,7.8038435,11,1,1,1
0,30,20,8.4006596,11,1,1,1
1,,,8.4667835,1,2,1,1
1,0,0,8.2259226,11,2,1,1
1,0,0,7.4818935,11,2,1,1
1,18.75,0,8.9979563,11,2,1,1
1,40,0,10.117187,1,2,1,1
1,0,0,7.2744794,,2,1,1
1,25,0,8.4315443,1,2,1,1
1,10,0,7.2793188,1,2,1,1
1,50,0,8.4006596,11,2,1,1
3,,,8.7457943,7,2,2,1
3,,,8.3164225,4,2,2,1
3,,,7.7066131,4,2,2,1
3,18.75,0,9.4234333,7,2,2,1
,,,10.055565,,2,,1
3,,,8.3927631,,2,,1
3,,,7.0030656,,2,,1
3,,,8.3082237,7,2,1,1
3,0,0,8.4221134,7,2,1,1
3,0,0,7.3152184,12,2,1,1
,,,8.7601395,,2,,1
3,,,7.987298,,2,,1
3,,,7.9193563,,2,,1
3,,,8.4016027,12,1,0,1
3,,,8.1156702,,1,1,1
3,,,7.3152184,12,1,2,1
3,18.75,0,8.7601395,1,1,2,1
3,,,10.055565,4,1,2,1
3,,,7.3392129,,1,,1
3,,,8.3927631,,1,,1
3,,,7.9193563,,1,,1
0,,,8.2689714,11,1,2,0
1,,,7.9290304,4,2,2,0
3,,,7.5161796,12,1,,0
0,,,7.9656844,11,1,1,1
0,16,8,8.0191193,13,1,1,1
0,7.5,15,8.1098261,11,1,1,1
0,7.5,15,7.467371,13,1,1,1
1,,,7.3990312,1,2,1,1
1,,,7.508513,13,2,1,1
1,22.5,0,7.6792512,1,2,1,1
1,22.5,0,7.467371,1,2,1,1
3,,,7.6483583,4,1,2,1
,,,6.9180355,,1,,1
3,,,8.4311991,4,1,2,1
,,,7.0619059,,1,,1
0,,,8.7771549,4,1,3,1
0,,,8.0845623,8,1,3,1
0,,,9.0407972,4,1,3,1
0,6.666666,20,9.8132896,11,1,3,1
0,6.666666,20,8.8303633,7,1,3,1
0,.33333337,1,9.6139135,11,1,3,1
0,6.666666,20,8.9962616,1,1,3,1
0,20,20,9.7869539,11,1,3,1
0,20,20,9.3191948,4,1,3,1
1,,,8.3397875,4,2,1,1
1,0,0,7.5498724,4,2,1,1
1,0,0,8.364625,1,2,1,1
1,26.666666,0,8.9965277,11,2,2,1
1,26.666666,0,8.6061621,7,2,2,1
1,1.3333334,0,9.5299101,11,2,2,1
1,26.666666,0,8.7445116,1,2,2,1
1,40,0,9.7105093,4,2,2,1
1,40,0,9.7186632,4,2,2,1
3,,,7.9339404,12,2,,1
3,,,7.0428686,,2,0,1
3,,,7.7090092,,2,2,1
3,26.666666,0,8.4935837,,2,2,1
3,26.666666,0,8.3274841,12,2,2,1
3,,,9.5207253,,2,,1
3,,,8.206584,,2,,1
3,,,9.339613,,2,,1
3,,,8.6598492,,2,,1
3,,,7.4483337,,2,,1
3,,,8.1144743,,2,,1
3,,,8.8990488,,2,0,1
3,,,8.3274841,,2,0,1
3,1.3333334,0,9.5207253,,2,2,1
3,26.666666,0,8.206584,,2,2,1
3,,,8.6464653,,2,,1
3,,,9.0653143,,2,,1
0,,,7.2890415,11,1,1,1
0,0,4,8.2086525,11,1,1,1
0,10,7,7.5598202,1,1,1,1
0,0,8,7.4688702,11,1,1,1
0,,,3.9120231,1,1,1,1
0,0,0,8.725832,13,1,2,1
0,0,1,6.0563035,1,1,2,1
0,0,0,7.4899707,1,1,2,1
0,0,1,6.2146082,1,1,2,1
1,,,6.8414373,1,2,2,1
1,4,0,7.7031922,11,2,2,1
1,7,10,7.5598202,1,2,2,1
1,8,0,7.368576,11,2,2,1
1,,,3.9120231,1,2,2,1
1,0,0,7.6962128,1,2,2,1
1,1,0,6.3382316,1,2,2,1
1,0,0,7.4899707,1,2,2,1
1,1,0,6.2146082,1,2,2,1
0,,,8.3237562,4,1,1,1
0,1.6666665,5,8.2249479,4,1,2,1
0,2.333333,7,8.7680607,4,1,2,1
0,0,5,9.4661064,4,1,2,1
0,0,0,9.2143326,13,1,2,1
0,.33333337,1,9.0561228,13,1,2,1
0,6,6,7.4829631,11,1,2,1
0,0,0,10.428216,13,1,2,1
0,0,0,10.358536,13,1,2,1
1,,,8.7732,1,2,1,1
1,6.6666665,0,7.6396766,1,2,1,1
1,9.333333,0,8.6949539,11,2,1,1
1,5,0,9.9769011,11,2,1,1
1,0,0,9.0000143,1,2,1,1
1,1.3333334,0,7.935894,1,2,1,1
1,12,0,7.4829631,11,2,1,1
1,0,0,9.3614292,1,2,1,1
1,0,0,8.718091,11,2,2,1
3,,,8.0142727,12,2,1,1
3,6.6666665,0,7.3935709,12,2,2,1
3,,,8.1273155,12,2,2,1
3,5,0,9.1263609,12,2,3,1
3,,,9.7213659,7,2,5,1
3,,,8.7163248,,2,,1
3,,,6.5930448,,2,,1
3,,,9.3587608,,2,,1
3,,,9.2988091,,2,,1
3,,,8.0142727,12,2,0,1
3,,,6.7004237,,2,1,1
3,9.333333,0,7.4341688,,2,1,1
3,5,0,9.1263609,12,2,2,1
3,0,0,8.9345865,1,2,2,1
3,1.3333334,0,9.2687712,4,2,3,1
3,,,7.2861919,,2,,1
3,,,9.3587608,,2,,1
3,,,9.2988091,,2,,1
0,,,9.2795105,4,1,0,1
0,,,8.8184824,8,1,0,1
0,0,4,8.4988251,1,1,0,1
0,0,7,7.7918925,11,1,0,1
0,0,6,8.4967861,13,1,0,1
0,0,1,9.1204157,13,1,0,1
0,3,6,10.537416,13,1,0,1
1,,,6.9077554,,1,,1
0,,,6.2146082,,1,,1
1,,,8.7432156,1,2,0,1
1,0,0,8.3449802,11,2,0,1
1,4,0,8.0420561,1,2,0,1
1,7,0,7.8699517,11,2,0,1
1,6,0,7.9575276,1,2,0,1
1,1,0,8.7028427,1,2,0,1
1,9,0,10.218298,1,2,0,1
0,0,0,6.2146082,1,2,0,1
1,0,0,6.2146082,1,2,0,1
5,,,8.726059,1,1,,1
,,,7.5753284,,1,,1
3,,,10.218298,,1,,1
5,,,6.9077554,,1,,1
5,,,6.9077554,,1,,1
0,,,8.6617899,4,1,3,1
0,,,8.6779461,4,1,3,1
0,10,10,8.4130545,4,1,3,1
0,3.333333,10,7.0402446,11,1,3,1
0,6.666666,20,9.8454876,4,1,3,1
0,0,0,0,4,1,3,1
0,0,0,8.6716471,11,1,3,1
1,,,8.1548262,11,2,2,1
1,0,0,7.7356639,1,2,2,1
1,20,0,7.6317954,1,2,2,1
1,13.333333,0,7.330296,11,2,2,1
1,26.666666,0,8.359993,1,2,2,1
1,0,0,0,1,2,2,1
1,0,0,8.1533203,11,2,2,1
3,,,7.7827239,1,2,0,1
3,,,8.1162682,,2,0,1
3,,,7.8302269,,2,0,1
3,13.333333,0,6.3144536,,2,2,1
3,26.666666,0,8.799511,12,2,2,1
3,,,0,,2,,1
3,,,7.9302063,,2,,1
3,,,8.1162682,,2,,1
3,,,7.8302269,,2,,1
3,,,7.0076008,,2,0,1
3,,,8.799511,,2,0,1
3,0,0,0,,2,2,1
3,,,7.9302063,,2,,1
0,,,8.6428118,8,1,1,1
0,,,8.302762,8,1,1,1
0,35,35,8.6215534,11,1,1,1
0,0,1,9.5839996,11,1,1,1
0,0,0,8.7061596,11,1,1,1
1,,,8.1293373,1,2,1,1
1,0,0,8.0245352,7,2,1,1
1,70,0,7.7536235,1,2,1,1
1,1,0,9.0174332,11,2,1,1
1,0,0,8.3825178,11,2,0,1
3,,,7.8640356,12,2,2,1
,,,7.7030077,,2,,1
,,,7.7536235,,2,,1
3,,,8.0163183,,2,,1
3,,,7.1708884,12,1,1,1
,,,7.7030077,,1,,1
,,,7.7536235,,1,,1
3,,,8.0163183,,1,,1
0,,,8.8716459,11,1,3,1
0,0,0,8.8890629,11,1,3,1
0,0,0,9.2967319,11,1,3,1
0,0,0,9.5131569,8,1,3,1
0,0,0,9.4678726,4,1,3,1
0,0,0,9.8032684,11,1,3,1
0,0,0,10.096128,4,1,3,1
0,0,0,10.329735,7,1,3,1
0,0,0,10.168683,4,1,3,1
1,,,8.1149225,11,2,1,1
1,0,0,8.6513357,11,2,1,1
1,0,0,8.0392647,1,2,1,1
1,0,0,8.9930134,4,2,2,1
1,0,0,8.7650423,4,2,2,1
1,0,0,8.4352312,8,2,2,1
1,0,0,9.1993895,11,2,2,1
1,0,0,9.9674006,8,2,2,1
1,0,0,10.028134,4,2,2,1
3,,,7.704812,1,2,,1
3,,,7.9017477,,2,,1
3,,,7.9971027,,2,0,1
3,,,8.4265385,,2,0,1
3,0,0,8.29638,,2,2,1
3,,,8.5418444,,2,,1
3,0,0,8.8392763,4,2,3,1
,,,8.9733515,,,,0
3,,,8.9963694,,2,,1
3,,,7.9971027,,1,,1
3,,,8.4265385,,1,,1
3,,,8.29638,,1,,1
3,,,8.5418444,,1,0,1
3,0,0,8.5515947,,1,2,1
,,,9.2610331,,,,0
3,,,9.6895161,,1,,1
0,0,0,9.3708639,4,1,2,1
0,,,9.3401394,4,1,2,1
0,0,0,9.752346,11,1,2,1
0,0,0,10.057695,4,1,2,1
0,0,0,10.425253,8,1,2,1
0,0,0,10.785876,4,1,2,1
1,0,0,8.3181324,1,2,2,1
1,,,8.0192842,1,2,2,1
1,0,0,8.5747719,11,2,2,1
1,0,0,8.7762699,1,2,2,1
1,0,0,9.3951588,11,2,2,1
1,0,0,9.8255262,1,2,2,1
3,0,0,8.0154924,12,1,2,1
3,,,7.9959803,12,1,3,1
3,,,8.4703407,,1,,1
3,,,8.758831,,1,,1
3,,,9.4200611,,1,,1
0,5,10,9.4178047,11,1,2,1
0,0,0,8.9747171,11,1,2,1
0,0,0,8.8421707,1,1,2,1
0,0,0,8.7190008,11,1,2,1
0,0,0,9.7735691,11,1,2,1
0,0,0,10.717377,7,1,2,1
1,15,0,8.6925812,1,2,3,1
1,0,0,7.8158321,1,2,3,1
1,0,0,8.8421707,11,2,3,1
1,0,0,8.322217,11,2,3,1
1,0,0,8.5817318,1,2,3,1
